Date,Symbol,Open,High,Low,Close,Volume,Open Interest,Duplicate row,Missing date,OHLC range violation,Stagnant price,Flat price anomaly,Zero-volume with move,Extreme volume outlier,Day-over-day jump,Absolute price bounds (IQR),High < Low inversion,Negative numeric,Schema,Open interest,critical_flags,major_flags,minor_flags,AI_Explanation,AI_Trend
20210106,FUT2,43335,43375,43330,43390,1104,609,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,"The row was flagged due to an ""OHLC range violation"" because the 'Close' price (43390) is outside the reported 'High' (43375) and 'Low' (43330) range, making it suspicious.","During the week, 'FUT2' exhibited a significant price jump on January 4th with no trading volume, indicating a potential data anomaly or error, followed by stable high prices and regular trading activity in subsequent days."
20210106,FUT3,250,280,225,290,1071,481,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,"The row was flagged due to an ""OHLC range violation"" because the 'Close' price (290) is outside of the 'Low' to 'High' range (225 to 280), which is suspicious and likely represents a data entry error or an anomaly.","Throughout the week, the FUT3 symbol experienced significant volatility with closing prices rising from midweek lows to a high of 290, while volume was relatively stable except for a peak on January 4th."
20210106,FUT5,1945,2010,1895,1855,606,613,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,"The row was flagged due to an ""OHLC range violation"" because the 'Close' price of 1855 is outside the 'Low' price of 1895 for the same day, which appears suspicious and suggests a data error.","During the observed week, FUT5 experienced an unusual spike in the opening price on January 4, reaching 2050 from a previous close of 200, coupled with a consistent decline in volume and open interest as the days progressed."
20210106,FUT8,100,100,100,100,811,556,False,False,False,False,True,False,False,True,False,False,False,False,False,0,1,1,"The row was flagged due to the ""Flat price anomaly"" and ""Day-over-day jump,"" both of which are suspicious given that all OHLC prices are identical on 20210106, following a day with a major price shift, possibly indicating a data entry error or system malfunction.","Throughout the week, the symbol FUT8 experienced significant anomalies including a day with impossibly uniform pricing at a low of 3 on January 5th, alongside a consistent increase in volume, peaking at 1077 just before prices stabilized abnormally at 100 on January 6th."
20210106,FUT9,540,620,530,510,1127,547,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,"The row was flagged due to a potential OHLC range violation, as the recorded 'High' of 620 is significantly higher than any other highs in the context and appears suspicious given the tight range with 'Open', 'Low', and 'Close' prices; this discrepancy suggests the value might be erroneous rather than valid.","Over the observed week, FUT9 experienced significant volatility with large price swings, particularly notable in the increase from $370 to $505 from Jan 1 to Jan 4, accompanied by fluctuating volumes, including a substantial drop on Jan 5."
20210107,FUT2,43355,43360,43335,43315,1039,376,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,"The row was flagged for OHLC range violation likely because the 'High' value (43360) is very close to the 'Open' value (43355) compared to the expected variations observed in the context, and this is probably valid given the consistent trading pattern.","During the observed week, the data for FUT2 exhibited an unusual event on January 4th with a constant price at 43285 and zero trading volume, contrasting with the surrounding days of regular price fluctuations and normal trading volumes."
20210107,FUT3,345,345,285,425,1119,423,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,"The row for 20210107 was flagged due to an OHLC range violation as the high price (345) is less than the close price (425), which is a suspicious anomaly considering such price movements are typically not valid.","Over the week, FUT3 experienced significant price volatility with a generally upward trend, notably marked by a substantial rise in closing prices from 125 to 425, while trading volumes remained relatively stable despite this sharp price movement."
20210107,FUT6,505,530,485,475,1229,560,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,"The row was flagged due to an ""OHLC range violation"" which is likely valid, given historical data shows that daily high prices have previously been substantially higher than the low prices without issue.","Over the week, the symbol FUT6 experienced significant volatility in price with notable peaks on January 1st and 5th, and consistently high trading volumes, particularly on January 4th and 7th, indicating strong market activity and interest."
20210107,FUT7,520,545,510,500,1023,616,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,"The row was flagged for an OHLC range violation because the recorded 'Close' price of 500 is outside the 'Low' and 'High' range of 510-545 for that day, indicating a likely data entry error that appears suspicious.","Throughout the week, the futures prices for symbol 'FUT7' displayed significant fluctuations with notable volatility, particularly on January 6th when the price experienced a large intraday low, while the overall volume remained relatively stable with a marked drop on January 4th."
20210107,FUT8,100,105,100,135,0,533,False,False,True,False,False,True,False,False,False,False,False,False,False,2,0,0,"The flagged row for 20210107 is likely due to an incorrect price movement (OHLC range violation) shown despite zero volume (Zero-volume with move), suggesting the entry is suspicious since prices should not change without trading activity.","The data for symbol FUT8 over the week shows unusual price stagnation on January 5th and 6th with a significant drop in price and volume to zero on January 7th, indicating potential data anomalies or market irregularities."
20210107,FUT9,435,440,350,500,847,464,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,"The row was flagged for OHLC range violation because the closing price is outside the range defined by the recorded high and low prices, which is unusual and likely suspicious.","Over the week, FUT9 experienced significant price volatility with a noticeable rise and fall in opening prices and volume, particularly on January 5th when both price and volume dropped sharply before recovering the next day."
20210107,FUT10,432700,433250,432500,433150,890,500,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,2,"The row was flagged due to an ""Absolute price bounds (IQR)"" and ""Day-over-day jump"" because there is a significant increase in price magnitudes compared to previous days without any evident reason in context; this is suspicious and suggests a potential data entry error.","The data for the symbol FUT10 over the week is marked by an anomaly on January 5th, where the price remained constant at 43240 with zero trading volume, followed by erratic movements in price and significant deviations in volume on subsequent days."
20210108,FUT2,43240,43360,43190,43155,1055,450,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,"The row was flagged for an OHLC range violation because the previous day's prices showed a continuous range within a tighter band, yet Jan 8th's high-to-low price range expanded significantly and seems valid given there is consistent activity and no other suspicious indicators.","Throughout the week, FUT2 exhibited a significant price jump from January 1st to 4th with a notable anomaly of a fixed high price and zero volume on January 4th, before stabilizing with consistent trading volumes and fluctuations in open interest levels thereafter."
20210108,FUT8,245,250,235,185,894,411,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,"The most likely reason this row was flagged is due to an inconsistency in the OHLC values, given that the Close price (185) lies outside the range defined by High (250) and Low (235); this is suspicious and likely indicates a data entry error.","During the week, FUT8 showed erratic price behavior with a notable anomaly on January 5th, where the price remained fixed at 3 with substantial volume, while January 7th reported zero trading volume despite significant price movement."
20210108,FUT9,595,635,545,650,1157,420,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,"The row was flagged due to an ""OHLC range violation"" because the 'Close' price of 650 exceeds the 'High' price of 635, which is likely suspicious as it contradicts normal trading behavior reflected in previous days.","Over the week, FUT9 displayed significant price volatility with daily price swings and an upward trend overall, while volume fluctuated, showing peaks on January 4th and January 8th despite a notable dip on January 5th."
20210108,FUT10,43500,43500,43500,43500,679,477,False,False,False,False,True,False,False,True,False,False,False,False,False,0,1,1,"The row was flagged for a ""Flat price anomaly"" and a ""Day-over-day jump"" because the price remained constant across all OHLC values on 20210108, contrasting significantly with prior fluctuations, suggesting a potential data entry error (likely suspicious).","The week shows unusually volatile price discrepancies with extreme outlier values on January 5th and 7th, coupled with significant price spikes and an anomalous zero volume day on January 5th."
20210111,FUT1,100,100,100,100,1207,583,False,False,False,False,True,False,False,False,False,False,False,False,False,0,1,0,"The row is flagged due to a ""Flat price anomaly"" since the opening, high, low, and closing prices are all the same at 100, which is suspicious given preceding days showed price movement even with varying volumes.","Throughout the week, the FUT1 symbol showed a consistent pattern with the closing price stabilizing at 100 despite fluctuations in high prices, alongside high and variable volumes, particularly peaking on January 11, and a general increase in open interest."
20210111,FUT2,43180,43235,43150,43100,1158,333,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,"The row was flagged due to an ""OHLC range violation,"" which is likely because the reported high (43235) is lower than the open (43180), suggesting a data entry error; this is suspicious given the orderly price movements on surrounding days.","Over the week, FUT2 experienced stable daily price variations with significant volume and open interest fluctuations, especially on January 5th and 6th, where there was a notable increase in volume and open interest compared to other days."
20210111,FUT5,1840,1840,1735,1935,1111,464,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,"The row was flagged for an ""OHLC range violation"" because the 'High' price is equal to the 'Open' price and does not fit the typical trading pattern seen in the CONTEXT, making it suspicious.","During the week, FUT5 exhibited a downward trend in its closing prices and fluctuating volumes, with a significant price spike on January 4th and notable volume increases on January 4th and January 11th."
20210111,FUT6,485,625,480,435,1128,471,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,"The row was flagged for an OHLC range violation because the 'Close' price (435) is below the 'Low' price (480), which is inconsistent and suggests the data might be suspicious rather than valid.","Throughout the week, the symbol FUT6 experienced high volatility with significant price swings, notably an early peak and dip in open interest, followed by a downward price trend and consistent high trading volumes."
20210111,FUT7,29850,29850,29850,29850,0,461,False,False,False,True,False,True,False,True,False,False,False,False,False,1,0,2,"The row was flagged due to a ""Stagnant price"" and ""Zero-volume with move"" because the price is exceptionally high and differed drastically from previous days with zero trading volume, making it suspicious and likely erroneous.","During the week, FUT7 experienced volatile trading with significant price swings and volume fluctuations, but on January 11th, a clear anomaly occurred as the price remained constant at 29850 with zero trading volume, suggesting a possible data error or trading halt."
20210111,FUT8,285,330,220,315,871,408,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,1,"The row was flagged for a ""Day-over-day jump"" due to the significant increase in closing price from 185 to 315 between January 8th and January 11th, and it seems suspicious given the context of erratic pricing and a zero-volume day on January 7th.","Throughout the week, the symbol 'FUT8' displayed significant price volatility with drastic price shifts such as drops on January 5th and spikes on January 11th, accompanied by anomalous zero trading volumes on January 7th despite price changes."
20210112,FUT3,410,500,375,370,0,718,False,False,True,False,False,True,False,False,False,False,False,False,False,2,0,0,"The row was likely flagged due to a ""Zero-volume with move"" anomaly, as there is a significant price movement with zero trading volume, which is suspicious and suggests potential data entry error.","Over the week, FUT3 experienced a volatile increase in prices from a close of 205 to a peak of 425, followed by a decline to 370, with a notable anomaly in the trading volume dropping to zero on the final day."
20210112,FUT4,295,400,285,240,1208,333,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,"The row was flagged for an OHLC range violation because the Close price (240) is outside the given Low (285) and High (400) range, which seems suspicious as Close prices usually fall within the High-Low range for the day.","Throughout the week, FUT4 experienced a volatile trading period with significant price fluctuations, particularly on January 8th, when the price ranged widely from a low of 145 to a high of 430, accompanied by a consistently high trading volume, notably peaking on January 11th at 1311."
20210112,FUT6,490,505,410,530,892,376,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,"The row was flagged for an OHLC range violation because the reported Close price (530) is higher than the High price (505), making it suspicious given the context of previous day's price movements and ranges.","Throughout the week, FUT6 experienced significant price volatility with the most notable event being a sharp drop and recovery between January 5 and January 12, accompanied by fluctuating volumes, particularly a spike in volume on January 7 correlating with a decrease in open interest, suggesting liquidation or position closing activity."
20210113,FUT2,1,1,1,1,863,387,False,False,False,False,True,False,False,True,False,False,False,False,False,0,1,1,"The row was likely flagged due to the ""Flat price anomaly"" because all OHLC values are recorded as 1, which is a significant deviation from the previous trading days' prices, indicating that this anomaly is probably suspicious.","During the week, FUT2 displayed a downward trend in closing prices with notably low values across all metrics on January 13th, suggesting a potential data error or anomaly on that specific day."
20210113,FUT3,370,375,320,380,828,371,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,"The row was flagged for an ""OHLC range violation"" because the 'Close' price of 380 is outside the 'High' of 375, making the data suspicious and likely due to an error in the reported 'High' value.","Over the observed week, FUT3 showed significant price volatility and a sharp initial price increase, followed by a decrease in both price and volume, with a notable anomaly on 20210112 where the volume dropped to zero despite active trading and a high open interest."
20210113,FUT4,145,210,100,265,1100,686,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,"The row was flagged for an ""OHLC range violation"" because the closing price of 265 is outside the listed high of 210, which suggests the data is suspicious and potentially incorrect.","Throughout the week, the symbol FUT4 experienced high volatility in price with significant swings in the high and low values, particularly notable on January 8th with a massive range between 145 and 430, and closed mostly lower than open prices, accompanied by fluctuating volumes and a substantial drop in open interest midweek."
20210113,FUT6,515,570,460,585,1041,566,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,"The row was flagged for an ""OHLC range violation"" because the closing price (585) is higher than the recorded high price (570), which is suspicious and likely indicates a data entry error.","Over the observed week, FUT6 experienced significant price volatility with a drastic drop on January 11 followed by a rebound on January 13, while volume levels remained relatively stable except for a notable decrease on January 12."
20210113,FUT7,29810,29880,29800,29770,1040,350,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,"The row for 20210113 was flagged for an OHLC range violation, indicating a possible data entry error as the context shows highly disparate price levels in previous days, suggesting the row is suspicious.","During the observed week, the symbol FUT7 experienced significant volatility with a sharp price increase and corresponding low volume on January 11th, highlighting an unusual spike to 29850 with no trading activity, contrasting with earlier varying prices and volumes."
20210114,FUT2,100,100,100,100,915,420,False,False,False,False,True,False,False,True,False,False,False,False,False,0,1,1,"The row was flagged due to a ""Flat price anomaly"" and ""Day-over-day jump"" likely because the drastic change in price from the previous days and the suspiciously consistent prices across OHLC values on January 14, 2021, suggests an anomaly, pointing towards a suspicious entry rather than a valid market condition.","Throughout the week, FUT2 experienced a consistent decrease in closing prices up until January 12, but displayed anomalously low price values on January 13 and 14, which do not correspond with the preceding data pattern, despite having volumes only slightly lower than average."
20210114,FUT4,300,330,220,160,996,523,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,The row was flagged for an OHLC range violation because the range from open to close does not fit within the day's high and low prices; this is suspicious since previous days show typical trading ranges without similar violations.,"Throughout the observed period for FUT4, there were significant price fluctuations with notable volatility on January 8th and 13th, accompanied by high trading volumes, and a steep drop in open interest on January 8th."
20210114,FUT5,2130,2190,2125,2040,1016,433,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,"The row was flagged for an OHLC range violation because the 'Close' price of 2040 is outside the 'Low' (2125) and 'High' (2190) range, which is likely a data entry error and is suspicious.","Throughout the week, FUT5 displayed a significant upward trend in closing prices with a notable increase in volatility and volume, particularly on January 12th, despite an off-trend decrease in volume on January 13th."
20210114,FUT6,1,1,1,1,1091,522,False,False,False,False,True,False,False,True,False,False,False,False,False,0,1,1,"The row for 20210114 is flagged due to a ""Flat price anomaly"" and ""Day-over-day jump,"" most likely because all OHLC values are identical and just 1, indicating a suspicious data entry or error considering the significant price changes in previous days.","During the week, FUT6 experienced extreme volatility with significant price fluctuations, particularly on January 11th and January 14th, where January 14th showed an anomalous set of constant low prices of 1 across all markers despite a stable volume, indicating a potential data input error."
20210114,FUT10,43065,43065,43065,43065,0,408,False,False,False,True,False,True,False,False,False,False,False,False,False,1,0,1,"The row was flagged due to ""Zero-volume with move"" and ""Stagnant price"" because all OHLC values are identical despite the typically higher volatility observed in previous days, which is suspicious and suggests potential data-quality issues.","Over the week, FUT10 experienced a significant anomaly on January 8th and January 14th, with uniform open, high, low, and close prices suggesting potential data entry errors, while other days displayed relatively stable price movements accompanied by fluctuating volumes."
20210115,FUT2,105,101,100,145,713,484,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,"The row was flagged for an ""OHLC range violation"" because the 'High' value is less than the 'Open' and 'Close' values, which is likely a data entry error and thus suspicious.","Throughout the week, the price of FUT2 remained relatively stable except for January 13th and 14th when the price data showed anomalously low and consistent values, and the volume and open interest remained moderate without any drastic changes."
20210115,FUT3,435,475,370,485,804,411,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,"The row for 20210115 was flagged due to an OHLC range violation, as the closing price of 485 is higher than the recorded high of 475, which is suspicious and likely indicates an error.","Throughout the week, there was significant price volatility for FUT3 with notable highs and lows, while the volume on 20210112 was unusually zero despite high open interest, suggesting a potential reporting error or data anomaly."
20210115,FUT6,100,100,100,100,953,451,False,False,False,False,True,False,False,True,False,False,False,False,False,0,1,1,"The row was flagged for a ""Flat price anomaly"" and a ""Day-over-day jump"" because the price was entirely flat at 100 on 20210115 following a flat price of 1 on 20210114, which is suspicious and likely indicates a data error.","The week for symbol FUT6 shows a highly irregular trading pattern with significant price volatility and anomalous data entries on January 14th and 15th where the prices remain constant and extremely low, suggesting data errors or market disruptions, alongside fluctuating volumes and open interest."
20210115,FUT8,320,350,255,240,929,539,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,"The row likely triggered the OHLC range violation because the Close price (240) is below the Low price (255), which is suspicious and suggests a data entry error.","Throughout the week, FUT8 experienced highly volatile price swings, particularly on January 12th with a high of 550 and a significant increase in volume, while overall open interest showed an upward trend, peaking on January 15th."
20210115,FUT9,2,2,2,2,813,615,False,False,False,False,True,False,False,True,False,False,False,False,False,0,1,1,"The row was likely flagged due to a flat price anomaly caused by all OHLC values being 2, coupled with a significant day-over-day jump from the previous day's close of 610, which is highly suspicious given the context of prior price values being in the hundreds.","During the observed week, the price of FUT9 exhibited significant volatility with a substantial drop on January 15, indicated by an anomalous static price of 2 across all metrics, and fluctuating trading volumes with a notable spike on January 12."
20210118,FUT3,5050,5250,4750,4500,1012,475,False,False,True,False,False,False,False,True,False,False,False,False,False,1,0,1,"The row was flagged for an OHLC range violation and a day-over-day jump, likely due to the sudden and drastic increase in price levels compared to the previous days, which is suspicious and suggests a potential data entry error.","During the observed week, the price of FUT3 showed significant volatility with the opening price on January 18th being an extreme outlier at 5050, contrasting sharply with previous days, and January 12th had an unusual volume activity recorded as zero despite significant price movement."
20210118,FUT4,150,255,130,100,689,518,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,"The row is flagged due to an ""OHLC range violation"" as the Close price (100) is outside the usual High (255) to Low (130) range for that date; this is likely suspicious given such anomalies can indicate data entry errors.","Over the week, FUT4 experienced extreme price volatility with large swings between daily highs and lows, especially on January 12th and 14th, and a general decline in closing prices, accompanied by fluctuating volume and open interest levels."
20210118,FUT5,2000,2065,1885,2095,1147,611,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,"The row was flagged for an ""OHLC range violation"" since the Close price of 2095 is greater than the High price of 2065, indicating a suspicious anomaly in the data.","Over the week, FUT5 exhibited significant price volatility with a notable rise from a low of 1735 to a high of 2190, while trading volumes were inconsistent, peaking on January 12th at 1326 and dropping significantly on January 13th to 682 before stabilizing."
20210118,FUT6,100,100,100,120,1144,461,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,"The row was flagged for an ""OHLC range violation"" because the high and low prices are the same but the close price differs, which is suspicious given the context of a stagnant price pattern over the last couple of days.","The week showed an unusual trend with significant price fluctuations and anomalies, particularly on January 14th and 15th, where the price dropped to 1 with stable, relatively high volume, suggesting potential data errors or market disruption."
20210118,FUT9,4140,4140,4140,4140,0,489,False,False,False,True,False,True,False,True,False,False,False,False,False,1,0,2,"The row was flagged by ""Zero-volume with move"" due to a significant price change to 4140 with zero volume compared to the previous day and context, which is suspicious and suggests a data entry error or a placeholder value.","During the observed week, the FUT9 symbol experienced significant price volatility, with an anomalous drop to a consistent price of 2 on January 15th followed by an unusual jump to a fixed price of 4140 on January 18th, while the volume spiked notably on January 12th and 15th, and was nonexistent on January 18th."
20210118,FUT10,42920,42955,42845,42980,1200,470,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,"The row was flagged for ""OHLC range violation"" because the closing price (42980) is higher than the stated high price (42955), which is probably suspicious given that such discrepancies within the OHLC data typically indicate a data entry error.","Throughout the week, the price of FUT10 showed a downward trend with a notable lack of trading activity on January 14th, where the volume was zero, whereas other days recorded significant trading volumes."
20210119,FUT1,260,275,255,260,1344,613,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,1,"The row was flagged for a ""Day-over-day jump"" due to a significant increase in the Open and Close prices from 155 to 260 compared to the previous day's prices, which is suspicious given the relatively stable prices in the context data for the previous week.","Throughout the week, FUT1 exhibited significant price volatility with notable spikes in daily highs, particularly on January 13 and January 19, along with fluctuating volumes and a general upward trend in open interest."
20210119,FUT7,32485,32485,32485,32485,0,534,False,False,False,True,False,True,False,False,False,False,False,False,False,1,0,1,"The row was flagged because the price was stagnant with no volume, which is suspicious given the context of previous days showing active trading with varying prices and volumes.","Throughout the week, the FUT7 futures showed consistent trading patterns with stable prices and varied volume, until an anomaly on January 19th where the price jumped to an isolated level of 32485 with no trading volume, indicating a potential error or data entry issue."
20210119,FUT9,4110,4115,4075,3990,984,596,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,"The ROW was flagged for an OHLC range violation because the closing price of 3990 falls outside the range defined by the low of 4075, suggesting the data might be erroneous and potentially suspicious.","During the week, FUT9 experienced extreme volatility with highly unusual and potentially erroneous price data, particularly on January 15th and 18th, coupled with inconsistent volume patterns such as zero volume on January 18th."
20210119,FUT10,43030,43060,42985,43070,1188,422,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,"The row was flagged for ""OHLC range violation"" because the Close price (43070) is higher than the High price (43060), which is likely a data entry error and thus suspicious.","Throughout the week, the 'FUT10' symbol experienced a consistent decrease in open interest, alongside a significant spike in trading volume on January 18 and unusually low volume on January 14, suggesting possible liquidity issues or trading anomalies."
20210120,FUT1,220,230,110,255,992,415,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,"The row is flagged for an ""OHLC range violation"" because the Close price (255) is outside the stated High (230) and Low (110) for the day, which is suspicious as it contradicts the fundamental definition of OHLC prices.","During the week, FUT1 experienced significant price volatility with a notable spike in both price and volume on January 19, as the price opened at 260 and closed at 260 with the highest volume of 1344, indicating increased market activity and interest."
20210120,FUT3,4435,4455,4370,4480,876,388,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,"The row was flagged for an OHLC range violation likely because the 'Close' price of 4480 is higher than the 'High' of 4455, which is probably suspicious given the ""High < Low inversion"" was not flagged, and the CONTEXT data shows consistent price behavior without such anomalies.","The week showed an anomaly on 20210118 with a significant spike in both price and volume, where the open price increased to 5050, a drastic change from the previous day's close of 485, suggesting a potential data entry error or a major market event."
20210120,FUT4,100,100,100,100,995,599,False,False,False,False,True,False,False,False,False,False,False,False,False,0,1,0,"The row was flagged due to a ""Flat price anomaly"" as the OHLC prices are all identical, and this is likely suspicious given the typically varied price range in previous days.","Over the observed week, the symbol FUT4 experienced significant price volatility with large swings, particularly on January 13th and 14th, before stabilizing at a close price of 100 with relatively consistent but high volumes peaking on January 19th."
20210120,FUT5,2005,1998,1935,2025,984,464,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,"The row was flagged due to an ""OHLC range violation"" because the 'High' price (1998) is less than the 'Open' price (2005), which is suspicious and likely indicates an error in data entry.","During the week, FUT5 experienced significant fluctuations in both price and volume, with a notable peak in volume on January 15 and January 18, corresponding to sharp movements in price, while the open interest showed inconsistent shifts throughout the period."
20210120,FUT7,32500,32535,32500,32575,820,624,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,"The row was flagged for an ""OHLC range violation"" because the 'Close' price is higher than the 'High' price, which is suspicious and likely indicates an error in the data.","During the observed week, the price of FUT7 remained relatively stable with standard fluctuations until an anomalous jump on January 19th to a uniform price of 32485 with zero trading volume, followed by a continuation of high prices on January 20th with resumed trading volume."
20210120,FUT9,3900,3930,3775,3965,601,411,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,"The 'OHLC range violation' flag indicates that the high price of 3930 is outside the expected range given the surrounding context, likely due to a potential data entry error, making it seem suspicious.","The data for symbol FUT9 reveals highly anomalous behavior with a massive, unexplained swing in both price and volume on January 15 and January 18, where prices were recorded consistently at 2 and 4140 respectively, with abnormal zero volume on January 18, indicating potential data errors or extraordinary market events."
