Date,Symbol,Open,High,Low,Close,Volume,Open Interest,AI_Explanation,AI_Trend
20210105,FUT6,615,775,595,560,1224,535,"This row was likely flagged due to a decrease in Open Interest from 477 to 425, which is suspicious as it is a significant drop and may warrant further investigation for validity.","The price of FUT1 fluctuated significantly throughout the week, with a drastic drop on 02/02 followed by a sharp increase in volume on 02/04."
20210105,FUT7,525,600,485,535,1113,324,"The row was flagged due to a significant increase in Open Interest from the previous days, making it suspicious and likely valid as it may indicate unusual trading activity.",The symbol 'FUT1' experienced a significant price drop on 20210202 before stabilizing with consistent volume on other days.
20210105,FUT8,3,3,3,3,1077,552,"The row was flagged due to a decrease in open interest from the previous day, which is suspicious and may require further investigation.","The price of FUT1 stayed relatively stable throughout the week, with a spike in volume on February 9th."
20210105,FUT9,510,585,425,475,868,434,"This row was flagged due to a significant increase in Open Interest compared to the previous days, possibly indicating a new wave of market participants entering the market, making it a valid observation.","There is a consistent increase in both price and volume for symbol FUT1 over the week, indicating growing interest and activity in this commodity futures contract."
20210105,FUT10,43240,43240,43240,43240,0,480,"The row was flagged likely due to a significant increase in Volume compared to the previous days, which is suspicious and may warrant further investigation.","The price of FUT1 showed a gradual increase throughout the week, with a significant spike in volume on February 11th."
20210106,FUT1,110,115,100,100,1186,435,"This row was flagged because the 'Open' price significantly deviates from the previous days' prices, potentially indicating an error in data entry or a one-time outlier, making it suspicious.","The symbol FUT1 showed a significant spike in volume on 20210211, reaching 85400, compared to the rest of the week."
20210106,FUT2,43335,43375,43330,43390,1104,609,"This row was flagged due to an extremely large increase in Open value compared to the previous day and is likely suspicious, possibly indicating a data entry error or anomaly.","There was a significant increase in volume on 20210211, with the highest volume recorded compared to the rest of the week."
20210106,FUT3,250,280,225,290,1071,481,"The row was flagged due to a decrease in open interest from the previous day, which is likely valid as it could indicate a decrease in market participation.","There was a significant spike in volume on 20210211 for symbol FUT1, reaching 85400, while the price remained relatively stable."
20210106,FUT4,245,315,205,235,1092,485,"This row was flagged for having a decrease in Open Interest compared to the previous days, which is suspicious and may require further investigation.","There was a significant increase in volume on 20210211, with 85,400 contracts traded, compared to the usual volume levels for the symbol FUT1."
20210106,FUT5,1945,2010,1895,1855,606,613,"This row was flagged because the Open Interest value of 440 is significantly lower than the previous day's value of 412, which is suspicious and may require further investigation.","The price and volume of FUT1 remained relatively stable throughout the week, with a noticeable decrease in volume on 20210212 compared to the surrounding days."
20210106,FUT6,495,570,465,505,1153,408,"The row was flagged due to a decrease in Open Interest from the previous day, which is suspicious as it does not align with the increasing trend seen in the CONTEXT rows.","The symbol 'FUT1' saw a significant decrease in volume on 20210215 compared to the rest of the week, with only 1167 contracts traded."
20210106,FUT7,555,625,280,595,969,648,"This row was flagged for having a lower than usual Open Interest compared to the previous days, suggesting a potential anomaly, which may be suspicious.","The price of FUT1 remained relatively stable around 43500 for the majority of the week, with a slight dip in closing price on 20210219, while the volume fluctuated without a clear trend."
20210106,FUT8,100,100,100,100,811,556,"The row was flagged due to a decrease in Open Interest from 494 to 426, which is likely valid for the given commodities futures data.","Over the past week, the price of FUT1 fluctuated between 43175 and 43410 with decreasing volume, while the open interest remained relatively stable."
20210106,FUT9,540,620,530,510,1127,547,"This row was flagged for having a significant decrease in Open Interest compared to the previous day, which is suspicious and likely valid as it could indicate a potential trend reversal.","The price of FUT1 remained relatively stable throughout the week, with peak volume seen on the 23rd of February."
20210106,FUT10,43215,43255,43135,43220,1110,438,"The row was flagged because the Open Interest decreased significantly from the previous day, which is suspicious, but could be valid due to trading decisions.",The price of FUT1 remained relatively stable over the week with a slight decrease in volume towards the end of the period.
20210107,FUT1,100,160,100,100,799,524,"This row was flagged due to an increase in Open Interest compared to the previous days, which may be suspicious and warrants further investigation.","Overall, the price of FUT1 remained relatively stable over the week, with a slight uptrend in volume towards the end of the period."
20210107,FUT2,43355,43360,43335,43315,1039,376,"This row was flagged because the Open Interest value of 398 is significantly lower than the volume traded, which is unusual and suspicious, suggesting possible data error or manipulation.",The price of FUT1 increased steadily over the week with relatively low trading volume.
20210107,FUT3,345,345,285,425,1119,423,"The row was flagged by the quality check due to a significant increase in open interest from the previous day, which is suspicious and may require further investigation.","The price of FUT1 increased steadily over the week, with a consistent rise in volume indicating growing interest in this commodity futures contract."
20210107,FUT4,255,345,175,230,859,442,"The row was flagged due to the significant increase in Volume compared to the previous days, which could be suspicious and warrants further investigation.","The price of FUT1 has been steadily increasing over the past week, with volume also showing a slight uptrend."
20210107,FUT5,1850,1955,1760,1800,960,346,"The row was flagged for a sudden decrease in Open Interest compared to the previous day, which is suspicious and may indicate potential data quality issues.",The price of FUT1 remained relatively stable with moderate volume fluctuations throughout the week.
20210107,FUT6,505,530,485,475,1229,560,"This row was flagged for suspicion due to a significant increase in volume compared to the previous days, making it likely valid.","The price of FUT1 remained relatively stable throughout the week, with a slight decrease in volume on the last day compared to the rest of the week."
20210107,FUT7,520,545,510,500,1023,616,"This row was likely flagged because the Open Interest value of 453 is significantly lower than the previous values, which is suspicious and should be investigated further.","The price of FUT1 remained relatively stable throughout the week, with a slight decrease in both price and volume towards the end of the week."
20210107,FUT8,100,105,100,135,0,533,"The row was flagged due to the Open Interest value of 483 being significantly lower than the previous 7 days' average, indicating a potential data error that is suspicious.","The price of FUT1 remained relatively stable throughout the week, with a slight decrease in volume on the last trading day."
20210107,FUT9,435,440,350,500,847,464,"The row was flagged for having an unusually high open interest compared to the previous 7 days, which could be considered suspicious and may warrant further investigation.",The price of FUT1 remained relatively stable with a slight decrease in volume towards the end of the week.
20210107,FUT10,432700,433250,432500,433150,890,500,"This row was flagged as the Open Interest value dropped significantly from the previous day's value, which is likely suspicious and may require further investigation.","The price of FUT1 remained relatively stable throughout the week, with minor fluctuations in volume, indicating consistent trading activity."
20210108,FUT1,100,140,100,100,1108,466,"The row was likely flagged due to the decrease in Open Interest from 599 to 519 in just one day, which is suspicious and may indicate a data quality issue.",The price of FUT1 experienced a slight decline over the week despite a fluctuating volume.
20210108,FUT2,43240,43360,43190,43155,1055,450,"This row was flagged because the Open Interest value of 311 is significantly lower than the previous days, indicating a potential data quality issue. This is likely suspicious and may require further investigation.",The price of FUT1 remained relatively stable with a slight decrease in volume towards the end of the week.
20210108,FUT3,440,545,375,420,996,480,"The row was flagged due to a significant increase in Volume compared to the previous days, indicating it may be valid as it aligns with the trend observed in the CONTEXT rows.",The price of FUT1 remained relatively stable over the week with decreasing volume towards the end of the period.
20210108,FUT4,220,430,145,225,1248,260,"The row was flagged for having a volume of 0, which is suspicious as it deviates significantly from the previous days' volumes.","The volume drastically dropped to 0 on 20210317 for symbol 'FUT1', indicating a potential anomaly or unusual trend in trading activity."
20210108,FUT5,1860,1930,1675,1890,875,610,"This row was flagged for a potential data quality issue due to the significant decrease in Open Interest from the previous day, which may be suspicious and worth investigating further.","The volume on 20210317 for symbol FUT1 dropped to 0, indicating a potential anomaly or data error."
20210108,FUT6,510,515,490,495,1184,644,"This row was flagged due to inconsistency in the reported volume compared to the past week's data, making it suspicious and potentially valid for further investigation.","The volume drastically decreased on 20210317 compared to the rest of the week, indicating a potential lack of activity in the market."
20210108,FUT7,525,560,465,525,1118,712,"The row was flagged for having a decrease in Open Interest, likely due to normal trading activity and is valid.",There was a noticeable increase in volume on 20210318 with a high volume of 1275 compared to the rest of the week.
20210108,FUT8,245,250,235,185,894,411,"This row was most likely flagged due to a decrease in Open Interest compared to the previous day, which is suspicious and may indicate a potential issue with the data.","There is a decrease in volume on 20210317 and a spike on 20210323, with prices fluctuating within a narrow range throughout the week."
20210108,FUT9,595,635,545,650,1157,420,"This row was flagged because the Close price is significantly lower than the Open price, potentially indicating a data entry error, and it is likely suspicious.",The price of FUT1 experienced a steady decline throughout the week with increasing volume on 20210323.
20210108,FUT10,43500,43500,43500,43500,679,477,"The most likely reason this row was flagged is a decrease in Open Interest from 600 to 511, which may be considered suspicious and warrant further investigation.",The symbol FUT1 displayed a consistent decrease in both price and volume throughout the week.
20210111,FUT1,100,100,100,100,1207,583,"The row was flagged by the auto quality check most likely due to an increase in Open Interest from 511 to 653 in one day, which is suspicious and may require further investigation.","Over the past week, the price of FUT1 remained relatively stable with no significant price fluctuations, while the volume of trades varied, reaching a peak on 20210323 with 1277 contracts traded."
20210111,FUT2,43180,43235,43150,43100,1158,333,"The row was flagged because the Open Interest value of 493 is significantly lower than the previous values, making it suspicious.","Overall, there was a downward trend in both price and volume for FUT1 over the week, with a noticeable decrease in open interest on 20210324."
20210111,FUT3,435,465,415,415,1274,354,"The row was flagged due to a decrease in Open Interest compared to the previous day, which is probably valid as it could indicate a decline in investor confidence in this commodity futures contract.","The price of symbol FUT1 showed a slight decline throughout the week, with decreasing volume and open interest."
20210111,FUT4,265,275,230,260,1311,438,"This row was likely flagged due to the decrease in Open Interest compared to the previous day, indicating a potential data quality issue requiring further investigation.","The price of FUT1 remained relatively stable with a slight downward trend over the week, while volume fluctuated but remained moderate."
20210111,FUT5,1840,1840,1735,1935,1111,464,"The most likely reason why this row was flagged by the auto QUALITY_CHECK is due to the Open Interest being significantly lower than the usual range based on the CONTEXT data, making it suspicious.","Over the past week, the price of FUT1 remained relatively stable with a slight increase in volume compared to the previous days."
20210111,FUT6,485,625,480,435,1128,471,"This row was flagged by the quality check for having a significant increase in Open Interest compared to the previous day, indicating a potential anomaly that may require further investigation.","The price of FUT1 increased steadily over the week, with a notable spike in volume on 20210402."
20210111,FUT7,29850,29850,29850,29850,0,461,"This row was flagged because the volume decreased significantly compared to the previous day, which may be suspicious and warrant further investigation.","The price of FUT1 remained relatively stable with slight fluctuations throughout the week, while volume saw an increase on the second day before decreasing slightly on the last trading day."
20210111,FUT8,285,330,220,315,871,408,"This row was flagged by the quality check because the Open Interest significantly decreased from 719 to 441 within a week, indicating a suspicious change that may warrant further investigation.","Over the past week, the price of FUT1 remained relatively stable with a slight decrease in closing price, while volume saw an increase and open interest fluctuated."
20210111,FUT9,660,700,620,695,647,540,"This row was flagged because the Close price is lower than the Open price, which could be suspicious as it goes against the typical trading pattern, making it potentially invalid.","Over the week, the price of FUT1 remained relatively stable around the 42500 level, with a slight increase in volume on April 2nd."
20210111,FUT10,43500,43500,43475,43500,1262,522,"This row was likely flagged for having an abnormally high open interest compared to the previous days, which may be considered suspicious and worth investigating further.",The price of FUT1 fluctuated within a narrow range with moderate volume throughout the week.
20210112,FUT1,100,195,100,100,1470,466,"The row was flagged for potential data quality issues as the Open Interest value remained unchanged despite a significant decrease in volume, which is suspicious and may require further investigation.","The price of FUT1 experienced slight fluctuations over the week, with a decrease in volume on April 5th before picking up again towards the end of the week."
20210112,FUT2,43190,43275,43120,43205,1032,412,"The row was flagged because of the Volume value of 0, which is likely suspicious given the consistent trading volume in the previous context rows.","Overall, for symbol FUT1 over the week, there was a gradual increase in price with relatively stable volume, except for a significant drop in volume on April 12th."
20210112,FUT3,410,500,375,370,0,718,"The row was flagged for having a significant increase in Open Interest from the previous day, potentially indicating unusual activity, which is likely suspicious and worth further investigation.","There was a gradual increase in price and volume for symbol FUT1 throughout the week, with a peak in both on 20210409, followed by a decrease in volume on 20210412."
20210112,FUT4,295,400,285,240,1208,333,"The row was flagged for having a small decrease in Open Interest compared to the previous day, which is likely valid as it does not deviate significantly from the trend observed in the CONTEXT rows.",The price of FUT1 steadily increased throughout the week with a spike in volume on April 9th.
20210112,FUT5,1875,2015,1845,1915,1326,677,"The row was flagged because the Open Interest value of 440 on 20210415 is significantly lower than the previous days' values, indicating a potential data quality issue that is suspicious.","The price of FUT1 experienced a steady increase throughout the week, with a slight drop in volume on 20210412."
20210112,FUT6,490,505,410,530,892,376,"This row was flagged by the auto quality check for having a higher Open Interest value compared to the previous days, which is likely valid given the fluctuations in commodity futures trading.","The symbol FUT1 experienced a consistent increase in price with above-average volume throughout the week, indicating strong bullish momentum."
20210112,FUT7,29805,29850,29730,29765,1246,536,"The row was flagged as suspicious by the quality check due to a significant decrease in Open Interest from 465 to 399, likely indicating a discrepancy in data reporting.","There is a consistent increase in volume from 0 to 1123 over the week for symbol FUT1, alongside relatively stable price movements."
20210112,FUT8,320,550,225,335,979,524,"The row was flagged due to a significant decrease in Open Interest from the previous days, making it suspicious and potentially invalid.","The price of FUT1 remained relatively stable with some fluctuations, while the volume showed a slight increase towards the end of the week."
20210112,FUT9,705,710,685,685,1381,540,"This row was likely flagged due to a significant and sudden increase in the 'Open' price for the commodity futures for crypto symbol 'FUT1', which is suspicious and may need further investigation.","The price for the symbol 'FUT1' remained relatively stable throughout the week, with a sudden spike in price on 20210421."
20210112,FUT10,43500,43500,43350,43440,493,662,"The row was flagged for having an extremely high and unusual value for the 'Open' price, which is likely suspicious given the drastic difference from the previous day's data.","The price of symbol FUT1 remained relatively stable throughout the week, with a sudden spike in volume on 20210421."
20210113,FUT1,120,285,100,145,1118,390,"This row was likely flagged for having a significant increase in volume compared to the previous days, which could be considered suspicious and may warrant further investigation.","There was a significant price spike on 20210421 for symbol FUT1, with the open, high, low, and close all at 85290, along with a higher than average volume."
20210113,FUT2,1,1,1,1,863,387,"This row was flagged as suspicious by the auto quality check most likely due to the significant decrease in Open Interest from the previous day, making it suspicious.",There was a significant increase in volume on 20210423 compared to the rest of the week for symbol FUT1.
20210113,FUT3,370,375,320,380,828,371,"This row was flagged because of the abnormally low open interest compared to the volume, potentially indicating an outlier or error, making it suspicious.",There was a significant increase in volume on 20210423 for symbol FUT1 compared to the rest of the week.
20210113,FUT4,145,210,100,265,1100,686,"The row was flagged due to a significant decrease in open interest from the previous day, which is suspicious and may require further investigation.","The unusual trend in this one-week period for symbol FUT1 was a significant decrease in volume on 20210422 followed by a gradual increase in volume for the rest of the week, with consistent closing prices."
20210113,FUT5,2015,2050,1910,2035,682,611,"This row was flagged by the quality check due to a decrease in Open Interest compared to the previous days, which may indicate less interest in this commodity futures contract and may be considered suspicious.","The symbol FUT1 had stable prices around 43500 with a slight increase in volume on 20210423, followed by decreasing volume in the following days."
20210113,FUT6,515,570,460,585,1041,566,"The row was flagged due to a sudden increase in volume compared to the previous days, which is suspicious and may require further investigation.","The symbol FUT1 experienced stable prices with consistent closes at 43500 throughout the week, while the volume showed a slight decrease from 1329 to 985."
20210113,FUT7,29810,29880,29800,29770,1040,350,"The row was likely flagged due to no significant change in the open, high, low, and close values over the past week, making it possibly suspicious for lack of price movement.",The price of FUT1 remained stable around 43500 with low volume and open interest.
20210113,FUT8,325,335,175,285,705,414,"This row was flagged due to a significant decrease in Open Interest compared to the previous day, which is likely suspicious and may indicate potential data quality issues.",The price of FUT1 remained constant at 43500 over the week with a notable decrease in trading volume on May 4th.
20210113,FUT9,670,755,665,705,1005,571,"This row was flagged due to an increase in volume compared to the previous day, suggesting potential market activity or interest, which is likely a valid observation.",The symbol FUT1 experienced consistent high prices with minimal volume fluctuations over the past week.
20210113,FUT10,43450,43470,43380,43410,746,467,"This row was flagged by the quality check due to a high increase in volume compared to the previous days, possibly indicating unusual market activity, which makes it suspicious.","The symbol FUT1 has shown a consistent closing price of 43500 over the week with fluctuating volumes, peaking at 1327 on 20210506."
20210114,FUT1,180,270,145,160,1200,423,"This row was flagged by the quality check possibly due to the decrease in Open Interest from 587 to 476 in just one day, which is suspicious and may need further investigation.","Over the week, the price for symbol FUT1 remained steady at 43500, with a noticeable increase in volume from 1101 to 1574."
20210114,FUT2,100,100,100,100,915,420,"The row was flagged for quality check possibly due to a deviation in Open Interest, which is slightly lower compared to the previous days, but is likely valid given the consistent price movement and volume.","The price of FUT1 remained steady at 43500 throughout the week, with a gradual decrease in volume leading to a lower close on the final day."
20210114,FUT3,385,400,335,350,886,375,"This row was flagged because the Open interest decreased significantly from the previous day, which may be suspicious and warrant further investigation.","The symbol 'FUT1' saw consistent closing prices at 43500 for most of the week, with a notable decrease in volume on the last two days when the price dropped."
20210114,FUT4,300,330,220,160,996,523,"The row was flagged due to a decrease in Open Interest from the previous day, which is suspicious and may require further investigation.","Over the one-week period, the price of FUT1 remained relatively stable around 43500, with a gradual decrease towards the end of the week, accompanied by an increase in volume."
20210114,FUT5,2130,2190,2125,2040,1016,433,"This row was likely flagged by the quality check for having a lower Open Interest compared to the previous days, which may be suspicious.","The price of the FUT1 symbol remained relatively stable around 43500 for most of the week, with a slight dip in both price and volume on 20210510."
20210114,FUT6,1,1,1,1,1091,522,"The row was flagged because the Open Interest decreased slightly from the previous day, which is suspicious and may indicate data discrepancy or error.","The price of FUT1 remained relatively stable around 43500 for most of the week, with a slight decrease at the end, while volume fluctuated with higher values mid-week."
20210114,FUT7,29725,29860,29595,29775,1267,508,"This row was flagged because of the extremely low volume compared to the previous days, indicating a potential data issue that is likely suspicious.","There is a significant drop in price and volume from May 13 to May 14, followed by a sudden decrease in trading activity on May 17."
20210114,FUT8,345,395,325,385,1211,520,This row was flagged due to a significant decrease in the close price compared to the previous days; it is valid as it falls within the normal range of price movements for this commodity futures symbol.,There is a significant drop in price and increase in volume on 20210518 compared to the rest of the week for symbol FUT1.
20210114,FUT9,640,650,590,610,660,463,"The row was flagged for having an unusually low Open Interest compared to the previous days, making it suspicious and likely invalid.","The symbol FUT1 experienced a significant drop in price and increase in volume on May 18th, 2021."
20210114,FUT10,43065,43065,43065,43065,0,408,"This row was flagged because the Open Interest value of 495 is significantly lower compared to the previous day at 541, possibly indicating a data entry error and is suspicious.","The symbol 'FUT1' experienced a sharp decline in price and an increase in volume on May 18th, followed by a rebound in both price and volume on May 20th."
20210115,FUT1,155,240,100,165,1048,476,"This row was likely flagged for having an unusually low Open Interest value of 283, which is suspicious as it deviates significantly from the average Open Interest in the context rows, indicating a potential data quality issue.","There was a significant decrease in price and increase in volume on 20210518 for symbol FUT1, followed by a rebound in price and a decrease in volume on 20210519 and 20210520."
20210115,FUT2,105,101,100,145,713,484,"The row was flagged due to the discrepancy between the Open Interest of 453 and the volume of 894, which is suspicious and may indicate potential data entry errors or inaccuracies.","An anomaly occurred on 20210518 as the price dropped despite an increase in volume, followed by a steady increase in both price and volume throughout the week."
20210115,FUT3,435,475,370,485,804,411,"This row was flagged due to potential inconsistency between the Open and Close prices, which may be valid if market volatility led to a quick shift in prices.","The price of FUT1 saw a steady increase throughout the week, with the highest volume on 20210520 suggesting strong interest in the commodity."
20210115,FUT4,135,150,100,105,752,603,"The ""Open Interest"" value of 265 on 20210526 for symbol FUT1 was flagged due to a significant decrease compared to the previous days, indicating a suspicious anomaly.","The price of FUT1 showed steady increase from May 19 to May 21, reaching a peak on May 21, before declining slightly on May 24 and maintaining relatively stable levels until May 26, while the trading volume surged on May 26 compared to previous days."
20210115,FUT5,2075,2150,2000,2015,1138,633,"This row was flagged for having a lower Close price compared to the Open price, which is unusual and potentially suspicious given the context of increasing Open Interest.","The price of FUT1 remained relatively stable over the week, with a slight decrease in volume towards the end of the period."
20210115,FUT6,100,100,100,100,953,451,"The row was flagged due to the decrease in Open Interest from 505 to 446, which may be considered suspicious and worth investigating further for potential data discrepancies.","Price of FUT1 fluctuated during the week, with a peak on 20210524 and a low on 20210526, while volume remained relatively stable."
20210115,FUT7,29805,29840,29700,29815,958,390,"This row was likely flagged for having a significantly higher volume compared to the previous days, which is suspicious and may warrant further investigation.","Overall, the price of FUT1 remained relatively stable over the week, with volume peaking on May 31st at 1278."
20210115,FUT8,320,350,255,240,929,539,"The row was flagged due to the Open Interest value of 486 being significantly lower than the usual range based on the context data, making it suspicious and likely invalid.",The price of FUT1 remained relatively stable throughout the week with low volume trading activity.
20210115,FUT9,2,2,2,2,813,615,"This row was likely flagged for a decrease in Open Interest compared to the previous day, which may be considered suspicious.",The price of FUT1 remained relatively stable with a slight decrease in volume over the week.
20210115,FUT10,42975,43130,42950,42960,1016,342,"This row was flagged because of a significant decrease in Open Interest compared to the previous days, which is suspicious and may require further investigation.","The price of FUT1 experienced a downward trend throughout the week, with decreasing volume and open interest."
20210118,FUT1,155,270,100,155,1213,488,"This row was flagged for having a significant decrease in Open Interest compared to the previous day, which is suspicious and may require further investigation.","The symbol FUT1 experienced a steady decline in price and volume throughout the week, with a noticeable drop in open interest on the third day."
20210118,FUT2,125,230,100,130,1011,579,"The row was flagged due to the high volume compared to the previous days, which could indicate unusual trading activity but is most likely valid as it aligns with the price movement.","Over the past week, for symbol FUT1, there was a decrease in price and an increase in volume on 20210607 compared to the rest of the week, indicating possible selling pressure."
20210118,FUT3,5050,5250,4750,4500,1012,475,"The row was flagged due to a decrease in Open Interest from 587 to 542, indicating a decrease in market participant involvement, which is likely valid as it aligns with the overall trend.","The price of FUT1 fluctuated within a narrow range throughout the week, with a slight increase in volume on June 7th."
20210118,FUT4,150,255,130,100,689,518,"This row was flagged by the quality check for having a decrease in Open Interest from the previous day, which is likely valid as it could indicate decreasing trader participation.","The price of FUT1 fluctuated within a relatively narrow range throughout the week, with a notable increase in volume on June 7th."
20210118,FUT5,2000,2065,1885,2095,1147,611,"The row was flagged due to a potential anomaly in the Open Interest value, which has remained relatively stable compared to the fluctuating volume, suggesting it is likely valid.","The price of FUT1 remained relatively stable throughout the week, with a slight increase in volume on June 7th."
20210118,FUT6,100,100,100,120,1144,461,"This row was likely flagged due to the decrease in Open Interest from the previous day, which may be considered suspicious and require further investigation.","The symbol FUT1 showed a decrease in price from June 7th to June 11th despite fluctuating volumes, with the lowest closing price on June 11th."
20210118,FUT7,29770,29850,29765,29820,871,527,"This row was flagged due to a decrease in Open Interest compared to the previous days, potentially indicating a discrepancy or data error, making it suspicious.",The price of FUT1 fluctuated within a narrow range with increasing volumes throughout the week.
