Date,Symbol,Open,High,Low,Close,Volume,Open Interest
20210125,FUT9,3980,4065,3980,3980,768,363
20210125,FUT10,43055,43070,43000,43020,1014,381
20210126,FUT1,270,295,265,310,870,701
20210126,FUT2,100,140,100,150,1122,479
20210126,FUT3,4265,4310,4060,4180,947,353
20210126,FUT4,4,4,4,4,1043,627
20210126,FUT5,100,205,100,100,920,568
20210126,FUT6,150,280,100,145,1129,526
20210126,FUT7,32535,32670,32400,32600,1063,432
20210126,FUT8,1345,1430,1340,1345,1140,443
20210126,FUT9,3940,3980,3895,3970,989,612
20210126,FUT10,42980,43000,42870,43040,1121,476
20210127,FUT1,290,360,220,270,880,465
20210127,FUT2,155,295,100,115,1217,549
20210127,FUT3,4195,4210,4160,4165,1182,563
20210127,FUT4,100,100,100,100,854,739
20210127,FUT5,200,200,200,200,715,306
20210127,FUT6,100,150,100,110,1589,603
20210127,FUT7,32670,32685,32660,32675,967,644
20210127,FUT8,1440,1650,1400,1430,717,371
20210127,FUT9,3945,3945,3905,3925,1168,441
20210127,FUT10,43010,43045,42975,42960,1242,448
20210128,FUT1,330,375,295,350,733,448
20210128,FUT2,100,265,100,100,1406,507
20210128,FUT3,4115,4120,3970,4195,995,530
20210128,FUT4,100,120,100,100,1158,597
20210128,FUT5,185,250,100,210,808,321
20210128,FUT6,105,180,100,100,675,404
20210128,FUT7,32720,32755,32610,32715,1041,486
20210128,FUT8,1270,1280,1230,1360,1119,494
20210128,FUT9,27570,27570,27570,27570,0,401
20210128,FUT10,42975,43005,42900,42950,1245,601
20210129,FUT1,420,435,320,440,1288,541
20210129,FUT2,155,180,110,160,723,575
20210129,FUT3,4115,4180,4035,4140,961,475
20210129,FUT4,100,165,100,100,489,691
20210129,FUT5,315,345,305,275,862,587
20210129,FUT6,100,265,100,140,1022,638
20210129,FUT7,32755,32860,32730,32790,986,523
20210129,FUT8,1295,1340,1220,1305,924,397
20210129,FUT9,27490,27525,27445,27420,0,485
20210129,FUT10,42945,42960,42900,42930,789,559
20210201,FUT1,385,410,245,350,982,532
20210201,FUT2,190,275,110,130,678,415
20210201,FUT3,4135,4350,4070,4200,0,383
20210201,FUT4,100,105,100,100,990,459
20210201,FUT5,3,3,3,3,1088,535
20210201,FUT6,175,255,165,195,1088,383
20210201,FUT7,32845,32860,32785,32750,932,509
20210201,FUT8,1265,1315,1260,1255,837,412
20210201,FUT9,27420,27480,27325,27485,562,493
20210201,FUT10,42980,43040,42895,43000,1103,535
20210202,FUT1,335,435,295,255,1063,561
20210202,FUT2,135,290,130,165,1170,502
20210202,FUT3,4220,4290,4190,4300,721,635
20210202,FUT4,140,220,125,195,909,443
20210202,FUT5,100,100,100,100,814,504
20210202,FUT6,260,395,160,190,928,489
20210202,FUT7,32785,32835,32780,32795,1092,563
20210202,FUT8,1295,1400,1215,1290,1248,518
20210202,FUT9,54970,54970,54970,54970,1174,397
20210202,FUT10,43000,43135,42925,43015,1389,512
20210203,FUT1,13810,13810,13810,13810,0,493
20210203,FUT2,210,410,170,165,984,550
20210203,FUT3,4275,4385,4275,4185,1131,468
20210203,FUT4,245,335,240,360,1016,639
20210203,FUT5,120,240,100,135,878,506
20210203,FUT6,180,245,115,210,1159,545
20210203,FUT7,328100,329250,327300,327900,1034,327
20210203,FUT8,1230,1295,1170,1250,1122,516
20210203,FUT9,43500,43500,43500,43500,569,523
20210203,FUT10,43000,43045,42930,43005,839,643
20210204,FUT1,13770,13850,13770,13800,900,477
20210204,FUT2,220,225,145,320,863,613
20210204,FUT3,4110,4205,3980,4185,1183,395
20210204,FUT4,345,365,305,320,0,651
20210204,FUT5,155,320,100,105,937,574
20210204,FUT6,255,295,225,255,1662,440
20210204,FUT7,43500,43500,43500,43500,780,605
20210204,FUT8,1170,1245,1145,1185,1051,501
20210204,FUT9,43500,43500,43500,43500,951,361
20210204,FUT10,42955,43130,42895,42955,794,472
20210205,FUT1,13840,13865,13780,13860,588,425
20210205,FUT2,390,415,380,380,899,519
20210205,FUT3,4210,4210,4195,4285,909,595
20210205,FUT4,330,400,260,270,1241,660
20210205,FUT5,100,100,100,100,1033,467
20210205,FUT6,145,175,100,210,1060,357
20210205,FUT7,43500,43500,43490,43485,1278,538
20210205,FUT8,1260,1365,1250,1250,1155,366
20210205,FUT9,43475,43500,43425,43500,947,351
20210205,FUT10,42920,42945,42815,42910,1091,523
20210208,FUT1,13825,13985,13820,13855,1069,518
20210208,FUT2,380,460,325,345,1309,694
20210208,FUT3,4350,4520,4335,4375,641,544
20210208,FUT4,255,280,235,225,877,491
20210208,FUT5,100,110,100,110,0,537
20210208,FUT6,190,225,100,125,1385,548
20210208,FUT7,43435,43445,43330,43485,731,550
20210208,FUT8,1280,1445,1120,1240,847,540
20210208,FUT9,43440,43500,43375,43345,1074,499
20210208,FUT10,42875,43035,42850,42885,1399,499
20210209,FUT1,13845,13955,13840,13865,1215,453
20210209,FUT2,290,395,215,265,819,370
20210209,FUT3,4425,4465,4340,4405,595,496
20210209,FUT4,180,275,100,230,1139,639
20210209,FUT5,145,150,100,180,818,522
20210209,FUT6,175,215,175,140,979,500
20210209,FUT7,43500,43500,43415,43490,1157,550
20210209,FUT8,7760,7760,7760,7760,0,458
20210209,FUT9,43355,43375,43255,43330,865,632
20210209,FUT10,42925,43045,42860,42980,1044,765
20210210,FUT1,13925,14040,13895,13945,999,528
20210210,FUT2,315,320,300,290,1052,288
20210210,FUT3,4395,4490,4240,4400,762,715
20210210,FUT4,315,335,250,280,1130,573
20210210,FUT5,140,285,100,160,955,695
20210210,FUT6,110,195,100,115,1175,502
20210210,FUT7,43500,43500,43470,43500,1281,429
20210210,FUT8,7830,7880,7775,7830,898,467
20210210,FUT9,43350,43360,43340,43380,1147,439
20210210,FUT10,43040,43045,42910,43050,1152,324
20210211,FUT1,13910,14030,13910,13930,85400,339
20210211,FUT2,180,270,140,170,1351,428
20210211,FUT3,4470,4490,4375,4505,126400,464
20210211,FUT4,240,315,215,145,1349,438
20210211,FUT5,210,285,145,180,1250,573
20210211,FUT6,125,210,115,145,1023,527
20210211,FUT7,43470,43500,43390,43500,1360,503
20210211,FUT8,7850,7895,7770,7825,867,527
20210211,FUT9,43385,43430,43330,43420,784,473
20210211,FUT10,43105,43097,43055,43060,825,412
20210212,FUT1,139000,139800,138750,139150,633,690
20210212,FUT2,120,185,100,155,1369,485
20210212,FUT3,4500,4580,4480,4560,850,444
20210212,FUT4,150,285,100,215,1116,622
20210212,FUT5,1750,3150,1000,1950,905,436
20210212,FUT6,180,265,125,170,891,444
20210212,FUT7,43440,43500,43365,43480,791,473
20210212,FUT8,7810,7875,7750,7860,1214,410
20210212,FUT9,43370,43380,43361,43360,1020,493
20210212,FUT10,43150,43165,43125,43130,1002,506
20210215,FUT1,43500,43500,43500,43500,1167,720
20210215,FUT2,165,345,155,165,928,356
20210215,FUT3,4655,4785,4640,4665,866,496
20210215,FUT4,210,220,100,235,1172,501
20210215,FUT5,1985,2090,1935,1920,914,657
20210215,FUT6,115,205,100,130,1118,379
20210215,FUT7,43500,43500,43500,43500,1067,478
20210215,FUT8,7860,7910,7790,7875,1111,421
20210215,FUT9,43320,43365,43205,43290,1310,484
20210215,FUT10,86260,86260,86260,86260,1071,651
20210216,FUT1,43475,43500,43425,43445,1225,496
20210216,FUT2,185,240,100,170,1039,386
20210216,FUT3,4705,4875,4620,4745,1036,278
20210216,FUT4,2700,3550,2550,2700,982,561
20210216,FUT5,1860,1870,1765,1905,966,696
20210216,FUT6,110,160,110,100,737,394
20210216,FUT7,43460,43500,43425,43460,765,489
20210216,FUT8,7930,8000,7915,7970,1100,395
20210216,FUT9,43290,43385,43220,43295,721,412
20210216,FUT10,43500,43500,43500,43500,915,659
20210217,FUT1,43385,43500,43375,43315,1096,412
20210217,FUT2,170,200,130,170,1043,715
20210217,FUT3,4740,4760,4730,4770,711,302
20210217,FUT4,5400,5400,5400,5400,1334,348
20210217,FUT5,1890,2030,1815,1790,617,543
20210217,FUT6,100,130,100,100,1265,408
20210217,FUT7,43495,43500,43420,43500,872,407
20210217,FUT8,7955,8030,7935,7865,1144,719
20210217,FUT9,43245,43275,43225,43320,1186,322
20210217,FUT10,43500,43500,43435,43480,675,727
20210218,FUT1,43275,43405,43265,43365,822,440
20210218,FUT2,135,180,100,130,1122,650
20210218,FUT3,4775,4795,4745,4700,913,555
20210218,FUT4,5385,5375,5375,5475,1167,491
20210218,FUT5,1750,1755,1685,1715,963,383
20210218,FUT6,205,230,155,170,968,464
20210218,FUT7,43500,43500,43480,43500,1262,494
20210218,FUT8,7925,7955,7920,7925,666,410
20210218,FUT9,43400,43425,43285,43440,1053,398
20210218,FUT10,43450,43500,43445,43470,543,442
20210219,FUT1,43245,43410,43235,43225,1037,399
20210219,FUT2,235,265,220,125,707,388
20210219,FUT3,4800,4885,4800,4760,763,556
20210219,FUT4,5490,5555,5460,5525,1401,504
20210219,FUT5,1770,1810,1740,1825,998,481
20210219,FUT6,105,215,100,100,976,661
20210219,FUT7,43500,43500,43495,43500,763,544
20210219,FUT8,7915,8095,7865,7820,1119,521
20210219,FUT9,43390,43440,43390,43415,709,584
20210219,FUT10,43465,43495,43430,43305,998,588
20210222,FUT1,43295,43375,43175,43390,806,494
20210222,FUT2,100,155,100,100,774,400
20210222,FUT3,4820,4845,4810,4805,930,455
20210222,FUT4,5565,5635,5455,5510,1075,578
20210222,FUT5,1810,1970,1690,1760,709,518
20210222,FUT6,7455,7455,7455,7455,0,389
20210222,FUT7,43500,43500,43490,43475,953,463
20210222,FUT8,7855,7880,7825,7805,569,570
20210222,FUT9,43390,43445,43280,43340,1046,457
20210222,FUT10,43290,43370,43255,43295,966,511
20210223,FUT1,43380,43395,43320,43360,1121,426
20210223,FUT2,190,200,140,150,1272,586
20210223,FUT3,4820,4935,4695,4850,1578,597
20210223,FUT4,5520,5550,5370,5535,959,632
20210223,FUT5,1735,1815,1710,1735,883,457
20210223,FUT6,7425,7435,7395,7465,1091,553
20210223,FUT7,43465,43500,43295,43500,682,527
20210223,FUT8,7775,7825,7770,7770,1200,421
20210223,FUT9,43300,43410,43270,43310,1169,440
20210223,FUT10,43225,43218,43145,43190,665,557
20210224,FUT1,43295,43320,43155,43295,1013,455
20210224,FUT2,100,100,100,100,1013,329
20210224,FUT3,4780,4910,4770,4750,859,689
20210224,FUT4,5455,5465,5420,5420,1046,579
20210224,FUT5,1820,1905,1740,1785,1201,529
20210224,FUT6,7430,7440,7330,7450,760,581
20210224,FUT7,43480,43500,43330,43475,763,514
20210224,FUT8,7745,7795,7715,7645,702,697
20210224,FUT9,43375,43425,43330,43400,1098,661
20210224,FUT10,43280,43320,43250,43230,760,354
20210225,FUT1,43255,43320,43205,43210,819,393
20210225,FUT2,140,165,100,225,1131,558
20210225,FUT3,4765,4765,4745,4785,0,763
20210225,FUT4,5505,5590,5480,5465,656,299
20210225,FUT5,1845,1855,1785,1855,1300,507
20210225,FUT6,7475,7495,7470,7495,1066,687
20210225,FUT7,43495,43500,43350,43430,1244,518
20210225,FUT8,7615,7655,7545,7635,1064,316
20210225,FUT9,43330,43355,43225,43355,863,535
20210225,FUT10,43325,43475,43315,43370,1261,475
20210226,FUT1,43230,43260,43230,43210,1095,534
20210226,FUT2,250,350,200,120,982,357
20210226,FUT3,4760,4920,4705,4695,1062,595
20210226,FUT4,5385,5450,5260,5300,775,544
20210226,FUT5,1815,1830,1725,1750,915,494
20210226,FUT6,7495,7540,7440,7540,975,533
20210226,FUT7,43420,43430,43405,43445,1188,520
20210226,FUT8,7610,7640,7575,7630,929,399
20210226,FUT9,43295,43405,43275,43215,1009,494
20210226,FUT10,43430,43450,43330,43385,1080,534
20210301,FUT1,43135,43170,43080,43220,1065,398
20210301,FUT2,130,220,100,100,1126,432
20210301,FUT3,4645,4665,4610,4680,970,552
20210301,FUT4,5240,5270,5205,5255,963,663
20210301,FUT5,1665,1740,1580,1740,1054,478
20210301,FUT6,7605,7620,7560,7605,1134,649
20210301,FUT7,43480,43500,43470,43455,1062,329
20210301,FUT8,7570,7625,7560,7535,1214,449
20210301,FUT9,43245,43255,43115,43235,1240,415
20210301,FUT10,43455,43500,43380,43440,971,575
20210302,FUT1,43245,43270,43205,43315,1076,735
20210302,FUT2,125,140,100,100,1261,446
20210302,FUT3,4655,4730,4630,4665,68300,624
20210302,FUT4,5200,5295,5150,5230,1324,647
20210302,FUT5,2,2,2,2,746,500
20210302,FUT6,7585,7595,7430,7600,997,605
20210302,FUT7,2,2,2,2,1118,615
20210302,FUT8,7425,7500,7380,7485,978,454
20210302,FUT9,43270,43285,43270,43190,1174,510
20210302,FUT10,43455,43485,43425,43465,664,448
20210303,FUT1,43265,43350,43255,43320,1140,403
20210303,FUT2,105,200,102,100,1297,398
20210303,FUT3,4740,4770,4595,4665,839,457
20210303,FUT4,5185,5250,5165,5220,0,484
20210303,FUT5,100,150,100,100,1364,516
20210303,FUT6,7635,7660,7620,7575,1124,384
20210303,FUT7,100,145,100,115,670,477
20210303,FUT8,7580,7690,7535,7620,1273,602
20210303,FUT9,43145,43185,43125,43195,0,459
20210303,FUT10,43500,43500,43500,43500,1154,354
20210304,FUT1,43255,43265,43185,43230,998,581
20210304,FUT2,110,215,100,100,642,574
20210304,FUT3,4120,4120,4120,4120,0,533
20210304,FUT4,5240,5290,5220,5215,1067,463
20210304,FUT5,135,205,100,150,1162,455
20210304,FUT6,7590,7700,7565,7570,826,451
20210304,FUT7,130,150,115,200,996,480
20210304,FUT8,7580,7605,7545,7645,1331,509
20210304,FUT9,43175,43270,43040,43185,1275,453
20210304,FUT10,43425,43500,43335,43385,1059,497
20210305,FUT1,43225,43345,43075,43205,1221,505
20210305,FUT2,200,385,190,170,1313,436
20210305,FUT3,3,3,3,3,765,445
20210305,FUT4,5180,5235,5160,5160,1210,440
20210305,FUT5,185,205,160,265,1258,567
20210305,FUT6,7555,7605,7445,7540,782,591
20210305,FUT7,210,265,175,260,1487,587
20210305,FUT8,7640,7770,7610,7650,1033,513
20210305,FUT9,43155,43175,42995,43200,1044,550
20210305,FUT10,43330,43355,43325,43315,1033,580
20210308,FUT1,43210,43265,43155,43165,1472,453
20210308,FUT2,185,185,175,220,675,598
20210308,FUT3,100,100,100,100,923,450
20210308,FUT4,5155,5260,5060,5145,1091,365
20210308,FUT5,345,395,220,340,1134,585
20210308,FUT6,7520,7605,7500,7485,925,422
20210308,FUT7,205,225,190,205,683,620
20210308,FUT8,7610,7625,7590,7655,993,446
20210308,FUT9,4,4,4,4,782,612
20210308,FUT10,38990,38990,38990,38990,0,453
20210309,FUT1,43215,43320,43020,43185,1362,483
20210309,FUT2,210,225,180,215,995,520
20210309,FUT3,150,270,145,130,684,453
20210309,FUT4,5040,5040,4985,5030,562,272
20210309,FUT5,295,345,290,275,1631,513
20210309,FUT6,7565,7590,7515,7620,820,483
20210309,FUT7,410,410,410,410,981,607
20210309,FUT8,7675,7720,7670,7665,913,575
20210309,FUT9,100,100,100,100,841,544
20210309,FUT10,38990,39060,38980,38975,1103,627
20210310,FUT1,43220,43330,43165,43230,982,599
20210310,FUT2,150,200,100,100,964,590
20210310,FUT3,100,125,100,100,726,500
20210310,FUT4,5005,5115,4995,4970,729,447
20210310,FUT5,275,275,275,275,1309,376
20210310,FUT6,7665,7675,7650,7640,881,721
20210310,FUT7,395,475,300,295,104100,396
20210310,FUT8,7635,7685,7585,7660,1004,442
20210310,FUT9,150,180,110,110,1041,401
20210310,FUT10,38940,38970,38920,38990,1046,455
20210311,FUT1,43305,43360,43305,43230,1055,436
20210311,FUT2,200,200,200,200,880,558
20210311,FUT3,100,120,100,100,973,426
20210311,FUT4,32540,32540,32540,32540,0,568
20210311,FUT5,285,465,195,255,1014,472
20210311,FUT6,7645,7850,7590,7670,1170,415
20210311,FUT7,345,425,295,435,1116,450
20210311,FUT8,7660,7805,7595,7640,1217,415
20210311,FUT9,125,180,100,145,0,654
20210311,FUT10,39025,39075,39020,39005,765,461
20210312,FUT1,43205,43230,43135,43140,925,519
20210312,FUT2,190,345,165,205,1162,507
20210312,FUT3,155,250,100,215,99500,531
20210312,FUT4,32520,32560,32430,32485,1123,519
20210312,FUT5,27055,27055,27055,27055,0,481
20210312,FUT6,7710,7760,7685,7625,1264,357
20210312,FUT7,345,410,160,320,0,511
20210312,FUT8,7600,7640,7600,7580,962,276
20210312,FUT9,120,180,105,255,1055,645
20210312,FUT10,38940,38940,38885,38915,103500,649
20210315,FUT1,43085,43090,43015,43085,815,311
20210315,FUT2,200,290,190,195,847,656
20210315,FUT3,195,270,125,205,1083,536
20210315,FUT4,12280,12280,12280,12280,0,592
20210315,FUT5,42390,42390,42390,42390,0,678
20210315,FUT6,7595,7635,7590,7600,1171,432
20210315,FUT7,325,340,235,345,800,497
20210315,FUT8,7595,7655,7570,7540,1153,663
20210315,FUT9,235,240,205,255,86000,561
20210315,FUT10,38880,38910,38815,38835,946,524
20210316,FUT1,43070,43265,43035,43065,1429,476
20210316,FUT2,205,355,195,200,842,590
20210316,FUT3,145,155,100,225,953,700
20210316,FUT4,12295,12475,12265,12245,1166,512
20210316,FUT5,42355,42455,42390,42385,1185,628
20210316,FUT6,3,3,3,3,942,272
20210316,FUT7,370,420,330,220,1227,618
20210316,FUT8,7565,7705,7475,7500,1457,390
20210316,FUT9,245,237,190,225,1135,687
20210316,FUT10,38900,38960,38895,38855,967,628
20210317,FUT1,43040,43055,43035,43065,0,530
20210317,FUT2,205,255,245,245,1031,97
20210317,FUT3,230,305,135,255,913,575
20210317,FUT4,12265,12270,12244,12240,680,379
20210317,FUT5,42455,42490,42420,42475,1190,439
20210317,FUT6,100,100,100,100,1152,688
20210317,FUT7,225,320,145,160,145700,502
20210317,FUT8,7440,7490,7370,7490,1160,399
20210317,FUT9,215,245,155,165,1254,521
20210317,FUT10,38810,38900,38805,38800,944,460
20210318,FUT1,43060,43052,42925,43015,1275,448
20210318,FUT2,295,320,290,345,965,344
20210318,FUT3,345,345,340,340,0,563
20210318,FUT4,12290,12375,12245,12280,117800,436
20210318,FUT5,42470,42475,42425,42460,1104,422
20210318,FUT6,100,100,100,100,867,326
20210318,FUT7,150,205,135,100,702,487
20210318,FUT8,7515,7560,7440,7515,682,554
20210318,FUT9,155,260,100,165,1341,493
20210318,FUT10,38825,39005,38760,38770,967,572
20210319,FUT1,42995,43130,42880,42970,880,496
20210319,FUT2,435,525,370,435,97100,553
20210319,FUT3,400,385,390,390,969,557
20210319,FUT4,12330,12395,12275,12290,735,591
20210319,FUT5,42470,42520,42385,42455,894,278
20210319,FUT6,165,230,100,110,1024,521
20210319,FUT7,100,105,100,105,1054,605
20210319,FUT8,7605,7655,7480,7490,103400,538
20210319,FUT9,175,240,100,175,1110,479
20210319,FUT10,38815,38965,38690,38740,797,536
20210322,FUT1,42905,42930,42890,42945,712,570
20210322,FUT2,400,465,325,335,1405,542
20210322,FUT3,340,450,335,365,1186,549
20210322,FUT4,12380,12475,12290,12340,804,500
20210322,FUT5,42480,42490,42445,42450,830,546
20210322,FUT6,110,185,110,100,896,435
20210322,FUT7,120,190,100,100,809,503
20210322,FUT8,7495,7555,7445,7480,1085,722
20210322,FUT9,145,165,130,100,783,354
20210322,FUT10,38765,38820,38740,38780,856,411
20210323,FUT1,42865,42980,42830,42845,1277,520
20210323,FUT2,205,245,175,265,965,485
20210323,FUT3,310,375,230,310,1385,572
20210323,FUT4,12410,12500,12405,12415,777,506
20210323,FUT5,42380,42420,42370,42340,735,657
20210323,FUT6,100,100,100,100,718,291
20210323,FUT7,100,245,100,100,1051,298
20210323,FUT8,14960,14960,14960,14960,721,369
20210323,FUT9,125,130,100,110,742,688
20210323,FUT10,38715,38780,38715,38605,911,553
20210324,FUT1,42830,42910,42770,42710,1255,600
20210324,FUT2,315,435,295,270,837,374
20210324,FUT3,285,320,205,320,1054,541
20210324,FUT4,12450,12475,12430,12520,1292,561
20210324,FUT5,42365,42415,42340,42415,1326,392
20210324,FUT6,100,100,100,100,675,420
20210324,FUT7,125,145,100,100,960,446
